token	category
臭閪	Shared/Neutral
老鼠	Shared/Neutral
強烈	Shared/Neutral
利亞	Shared/Neutral
女友	Shared/Neutral
細佬	Shared/Neutral
打擊	Shared/Neutral
三十	Shared/Neutral
正選	Shared/Neutral
放工	Shared/Neutral
年輕人	Shared/Neutral
關鍵	Shared/Neutral
部隊	Shared/Neutral
傻閪	Shared/Neutral
團體	Shared/Neutral
資金	Shared/Neutral
追求	Shared/Neutral
相處	Shared/Neutral
標題	Shared/Neutral
都好似	Shared/Neutral
平安	Shared/Neutral
層樓	Shared/Neutral
成年	Shared/Neutral
天下	Shared/Neutral
大聲	Shared/Neutral
熱門	Shared/Neutral
回到	Shared/Neutral
宇宙	Shared/Neutral
入球	Shared/Neutral
解放軍	Shared/Neutral
行業	Shared/Neutral
食完	Shared/Neutral
大波	Shared/Neutral
西班牙	Shared/Neutral
好正	Shared/Neutral
交流	Shared/Neutral
上水	Shared/Neutral
最新	Shared/Neutral
成長	Shared/Neutral
星期一	Shared/Neutral
最低	Shared/Neutral
車站	Shared/Neutral
因為我	Shared/Neutral
合約	Shared/Neutral
難以	Shared/Neutral
區議員	Shared/Neutral
到尾	Shared/Neutral
過來	Shared/Neutral
小說	Shared/Neutral
晚上	Shared/Neutral
孩子	Shared/Neutral
馬上	Shared/Neutral
手術	Shared/Neutral
尖沙	Shared/Neutral
中堅	Shared/Neutral
聯署	Shared/Neutral
一套	Shared/Neutral
襲擊	Shared/Neutral
教授	Shared/Neutral
到自己	Shared/Neutral
得起	Shared/Neutral
最佳	Shared/Neutral
生仔	Shared/Neutral
好笑	Shared/Neutral
做錯	Shared/Neutral
民陣	Shared/Neutral
經濟圈	Shared/Neutral
覺得	Shared/Neutral
程序	Shared/Neutral
蒙面	Shared/Neutral
就已經	Shared/Neutral
大廈	Shared/Neutral
信用	Shared/Neutral
上海	Shared/Neutral
高級	Shared/Neutral
搞笑	Shared/Neutral
母親	Shared/Neutral
得太	Shared/Neutral
病人	Shared/Neutral
強國	Shared/Neutral
團隊	Shared/Neutral
飲食	Shared/Neutral
禁止	Shared/Neutral
好撚	Shared/Neutral
當你	Shared/Neutral
事情	Shared/Neutral
早前	Shared/Neutral
推介	Shared/Neutral
成班	Shared/Neutral
有咩	Shared/Neutral
你估	Shared/Neutral
指定	Shared/Neutral
其實我	Shared/Neutral
例如	Shared/Neutral
天氣	Shared/Neutral
仲會	Shared/Neutral
怪得	Shared/Neutral
結果	Shared/Neutral
來越	Shared/Neutral
兩句	Shared/Neutral
珍惜	Shared/Neutral
等到	Shared/Neutral
下場	Shared/Neutral
睇嚇	Shared/Neutral
就夠	Shared/Neutral
少數	Shared/Neutral
他們的	Shared/Neutral
兩制	Shared/Neutral
進化	Shared/Neutral
上車	Shared/Neutral
文字	Shared/Neutral
兩人	Shared/Neutral
競爭	Shared/Neutral
之後就	Shared/Neutral
左邊	Shared/Neutral
大埔	Shared/Neutral
條路	Shared/Neutral
地上	Shared/Neutral
邊個	Shared/Neutral
樣衰	Shared/Neutral
估計	Shared/Neutral
觀察	Shared/Neutral
非洲	Shared/Neutral
呢套	Shared/Neutral
如果係	Shared/Neutral
錯誤	Shared/Neutral
越來越	Shared/Neutral
好彩	Shared/Neutral
作者	Shared/Neutral
後生仔	Shared/Neutral
呢樣野	Shared/Neutral
成熟	Shared/Neutral
一定有	Shared/Neutral
間公司	Shared/Neutral
支持	Shared/Neutral
好心	Shared/Neutral
民眾	Shared/Neutral
左手	Shared/Neutral
記憶	Shared/Neutral
我無	Shared/Neutral
考試	Shared/Neutral
規模	Shared/Neutral
警告	Shared/Neutral
金鐘	Shared/Neutral
公共	Shared/Neutral
尷尬	Shared/Neutral
至今	Shared/Neutral
規定	Shared/Neutral
自己人	Shared/Neutral
當局	Shared/Neutral
治療	Shared/Neutral
會點	Shared/Neutral
連儂	Shared/Neutral
你係咪	Shared/Neutral
一係	Shared/Neutral
爆炸	Shared/Neutral
空氣	Shared/Neutral
不用	Shared/Neutral
自信	Shared/Neutral
我已經	Shared/Neutral
眼前	Shared/Neutral
究竟	Shared/Neutral
修例	Shared/Neutral
判斷	Shared/Neutral
差佬	Shared/Neutral
可以係	Shared/Neutral
集合	Shared/Neutral
出場	Shared/Neutral
對象	Shared/Neutral
拎到	Shared/Neutral
我們	Shared/Neutral
百幾	Shared/Neutral
在香港	Shared/Neutral
動力	Shared/Neutral
帝國	Shared/Neutral
大灣區	Shared/Neutral
加強	Shared/Neutral
軍事	Shared/Neutral
邊隻	Shared/Neutral
得個	Shared/Neutral
事後	Shared/Neutral
果隻	Shared/Neutral
理大	Shared/Neutral
優勢	Shared/Neutral
東方	Shared/Neutral
巴塞	Shared/Neutral
明星	Shared/Neutral
核心	Shared/Neutral
次次	Shared/Neutral
想法	Shared/Neutral
講句	Shared/Neutral
提醒	Shared/Neutral
變化	Shared/Neutral
番工	Shared/Neutral
運作	Shared/Neutral
尋晚	Shared/Neutral
屋嶺	Shared/Neutral
國歌	Shared/Neutral
中立	Shared/Neutral
分裂	Shared/Neutral
來說	Shared/Neutral
日文	Shared/Neutral
有事	Shared/Neutral
無問題	Shared/Neutral
食過	Shared/Neutral
係屋企	Shared/Neutral
現金	Shared/Neutral
護照	Shared/Neutral
何況	Shared/Neutral
達到	Shared/Neutral
交代	Shared/Neutral
供應	Shared/Neutral
社區	Shared/Neutral
進一步	Shared/Neutral
大臺	Shared/Neutral
同個	Shared/Neutral
日常	Shared/Neutral
清潔	Shared/Neutral
每個人	Shared/Neutral
大型	Shared/Neutral
灣仔	Shared/Neutral
好多時	Shared/Neutral
得住	Shared/Neutral
預計	Shared/Neutral
通常	Shared/Neutral
點都	Shared/Neutral
催淚	Shared/Neutral
記錄	Shared/Neutral
藍店	Shared/Neutral
個班	Shared/Neutral
皮膚	Shared/Neutral
土地	Shared/Neutral
淨係識	Shared/Neutral
日報	Shared/Neutral
果種	Shared/Neutral
經理	Shared/Neutral
賽事	Shared/Neutral
取得	Shared/Neutral
表態	Shared/Neutral
凌晨	Shared/Neutral
會係	Shared/Neutral
埋去	Shared/Neutral
都有人	Shared/Neutral
先好	Shared/Neutral
區選	Shared/Neutral
想睇	Shared/Neutral
正義	Shared/Neutral
你去	Shared/Neutral
用咩	Shared/Neutral
項目	Shared/Neutral
到好	Shared/Neutral
比起	Shared/Neutral
美金	Shared/Neutral
麻麻	Shared/Neutral
文章	Shared/Neutral
大把人	Shared/Neutral
手指	Shared/Neutral
今場	Shared/Neutral
我自己	Shared/Neutral
承諾	Shared/Neutral
防暴	Shared/Neutral
講真	Shared/Neutral
組合	Shared/Neutral
公里	Shared/Neutral
特朗	Shared/Neutral
大陸	Shared/Neutral
符合	Shared/Neutral
以外	Shared/Neutral
用緊	Shared/Neutral
正面	Shared/Neutral
工人	Shared/Neutral
首先	Shared/Neutral
有多	Shared/Neutral
呢到	Shared/Neutral
親戚	Shared/Neutral
邊間	Shared/Neutral
屌人	Shared/Neutral
不多	Shared/Neutral
咩都	Shared/Neutral
中共	Shared/Neutral
真實	Shared/Neutral
表情	Shared/Neutral
演唱會	Shared/Neutral
日日	Shared/Neutral
私家	Shared/Neutral
吹奏	Shared/Neutral
我個	Shared/Neutral
黃金	Shared/Neutral
滿意	Shared/Neutral
文明	Shared/Neutral
兩個人	Shared/Neutral
請問	Shared/Neutral
到去	Shared/Neutral
大戰	Shared/Neutral
去到	Shared/Neutral
埋一齊	Shared/Neutral
認真	Shared/Neutral
泰國	Shared/Neutral
華為	Shared/Neutral
我哋	Shared/Neutral
統治	Shared/Neutral
打工	Shared/Neutral
學歷	Shared/Neutral
劇本	Shared/Neutral
敏感	Shared/Neutral
係咪要	Shared/Neutral
形象	Shared/Neutral
人同	Shared/Neutral
俾錢	Shared/Neutral
搵錢	Shared/Neutral
尖沙咀	Shared/Neutral
前鋒	Shared/Neutral
羅馬	Shared/Neutral
呼吸	Shared/Neutral
三年	Shared/Neutral
福利	Shared/Neutral
你睇	Shared/Neutral
上連登	Shared/Neutral
主線	Shared/Neutral
深水	Shared/Neutral
全力	Shared/Neutral
班友	Shared/Neutral
淘寶	Shared/Neutral
大利	Shared/Neutral
月娥	Shared/Neutral
大力	Shared/Neutral
策略	Shared/Neutral
係可以	Shared/Neutral
亦都	Shared/Neutral
接種	Shared/Neutral
檢查	Shared/Neutral
勇氣	Shared/Neutral
新加坡	Shared/Neutral
係日本	Shared/Neutral
特朗普	Shared/Neutral
一生	Shared/Neutral
都識	Shared/Neutral
依加	Shared/Neutral
真係無	Shared/Neutral
反正	Shared/Neutral
父親	Shared/Neutral
男友	Shared/Neutral
輸出	Shared/Neutral
呢類	Shared/Neutral
六四	Shared/Neutral
記得	Shared/Neutral
就去	Shared/Neutral
表面	Shared/Neutral
算係	Shared/Neutral
所以我	Shared/Neutral
法例	Shared/Neutral
都係要	Shared/Neutral
整體	Shared/Neutral
批鬥	Shared/Neutral
戴口罩	Shared/Neutral
幾錢	Shared/Neutral
內心	Shared/Neutral
新屋嶺	Shared/Neutral
一粒	Shared/Neutral
應該係	Shared/Neutral
分子	Shared/Neutral
放低	Shared/Neutral
子彈	Shared/Neutral
過我	Shared/Neutral
最近	Shared/Neutral
新疆	Shared/Neutral
地獄	Shared/Neutral
外國人	Shared/Neutral
版本	Shared/Neutral
話題	Shared/Neutral
上升	Shared/Neutral
水圍	Shared/Neutral
年齡	Shared/Neutral
社交	Shared/Neutral
選人	Shared/Neutral
妹妹	Shared/Neutral
兒子	Shared/Neutral
難度	Shared/Neutral
傾計	Shared/Neutral
軍隊	Shared/Neutral
自治	Shared/Neutral
個人	Shared/Neutral
去旅行	Shared/Neutral
打人	Shared/Neutral
救護	Shared/Neutral
地盤	Shared/Neutral
另一半	Shared/Neutral
都夠	Shared/Neutral
仆街	Shared/Neutral
開槍	Shared/Neutral
週年	Shared/Neutral
可憐	Shared/Neutral
呢件事	Shared/Neutral
好食	Shared/Neutral
係中國	Shared/Neutral
所以我	Shared/Neutral
修訂	Shared/Neutral
想買	Shared/Neutral
資本	Shared/Neutral
手上	Shared/Neutral
聯盟	Shared/Neutral
用到	Shared/Neutral
係邊	Shared/Neutral
都會有	Shared/Neutral
正正	Shared/Neutral
如果有	Shared/Neutral
最後一	Shared/Neutral
確定	Shared/Neutral
打針	Shared/Neutral
改革	Shared/Neutral
普通話	Shared/Neutral
手法	Shared/Neutral
轉移	Shared/Neutral
華人	Shared/Neutral
起碼	Shared/Neutral
張相	Shared/Neutral
基礎	Shared/Neutral
也有	Shared/Neutral
狀況	Shared/Neutral
普遍	Shared/Neutral
達通	Shared/Neutral
貢獻	Shared/Neutral
眼中	Shared/Neutral
確認	Shared/Neutral
危機	Shared/Neutral
同路人	Shared/Neutral
各自	Shared/Neutral
困難	Shared/Neutral
良心	Shared/Neutral
譴責	Shared/Neutral
遲早	Shared/Neutral
確保	Shared/Neutral
告訴	Shared/Neutral
複雜	Shared/Neutral
矛盾	Shared/Neutral
果邊	Shared/Neutral
第四	Shared/Neutral
將軍澳	Shared/Neutral
吹水	Shared/Neutral
比個	Shared/Neutral
回家	Shared/Neutral
昨日	Shared/Neutral
一聲	Shared/Neutral
價值觀	Shared/Neutral
局長	Shared/Neutral
食到	Shared/Neutral
都講	Shared/Neutral
眼鏡	Shared/Neutral
抗爭者	Shared/Neutral
大多數	Shared/Neutral
為止	Shared/Neutral
入口	Shared/Neutral
人人	Shared/Neutral
規則	Shared/Neutral
玩完	Shared/Neutral
毫無	Shared/Neutral
套戲	Shared/Neutral
一向	Shared/Neutral
衝擊	Shared/Neutral
少人	Shared/Neutral
公仔	Shared/Neutral
國會	Shared/Neutral
所有	Shared/Neutral
建議	Shared/Neutral
負皮	Shared/Neutral
犯罪	Shared/Neutral
贏到	Shared/Neutral
都係得	Shared/Neutral
港元	Shared/Neutral
試過	Shared/Neutral
取代	Shared/Neutral
好遠	Shared/Neutral
近年	Shared/Neutral
但你	Shared/Neutral
我有	Shared/Neutral
設定	Shared/Neutral
上一	Shared/Neutral
本港	Shared/Neutral
刑事	Shared/Neutral
成個	Shared/Neutral
話人	Shared/Neutral
幾年前	Shared/Neutral
禮物	Shared/Neutral
令我	Shared/Neutral
好驚	Shared/Neutral
深水埗	Shared/Neutral
守護	Shared/Neutral
無論	Shared/Neutral
事主	Shared/Neutral
調整	Shared/Neutral
係用	Shared/Neutral
落車	Shared/Neutral
抽到	Shared/Neutral
睇完	Shared/Neutral
居屋	Shared/Neutral
把聲	Shared/Neutral
架咩	Shared/Neutral
馬會	Shared/Neutral
終於	Shared/Neutral
放心	Shared/Neutral
主流	Shared/Neutral
牌子	Shared/Neutral
段時間	Shared/Neutral
護士	Shared/Neutral
航空	Shared/Neutral
新年	Shared/Neutral
好像	Shared/Neutral
兩場	Shared/Neutral
測試	Shared/Neutral
的地方	Shared/Neutral
死全家	Shared/Neutral
對你	Shared/Neutral
理據	Shared/Neutral
導演	Shared/Neutral
其後	Shared/Neutral
強制	Shared/Neutral
原諒	Shared/Neutral
推出	Shared/Neutral
地圖	Shared/Neutral
場場	Shared/Neutral
收錢	Shared/Neutral
眾籌	Shared/Neutral
大人	Shared/Neutral
哥哥	Shared/Neutral
身分	Shared/Neutral
共和國	Shared/Neutral
藍色	Shared/Neutral
你話	Shared/Neutral
咖啡	Shared/Neutral
就一定	Shared/Neutral
巴西	Shared/Neutral
確診	Shared/Neutral
主人	Shared/Neutral
維護	Shared/Neutral
盡快	Shared/Neutral
有份	Shared/Neutral
中美	Shared/Neutral
如果係	Shared/Neutral
基於	Shared/Neutral
光復香港	Shared/Neutral
記者會	Shared/Neutral
集結	Shared/Neutral
否認	Shared/Neutral
林鄭月娥	Shared/Neutral
臨時	Shared/Neutral
仙奴	Shared/Neutral
基本上	Shared/Neutral
形式	Shared/Neutral
知你	Shared/Neutral
一家	Shared/Neutral
傷心	Shared/Neutral
實驗	Shared/Neutral
方案	Shared/Neutral
思維	Shared/Neutral
證實	Shared/Neutral
呢排	Shared/Neutral
獨裁	Shared/Neutral
心中	Shared/Neutral
八達通	Shared/Neutral
有些	Shared/Neutral
信任	Shared/Neutral
停車	Shared/Neutral
大師	Shared/Neutral
後期	Shared/Neutral
基督	Shared/Neutral
花生	Shared/Neutral
國內	Shared/Neutral
完全無	Shared/Neutral
有可能	Shared/Neutral
好的	Shared/Neutral
禮貌	Shared/Neutral
不知道	Shared/Neutral
千幾	Shared/Neutral
建聯	Shared/Neutral
工業	Shared/Neutral
乘客	Shared/Neutral
打死	Shared/Neutral
是在	Shared/Neutral
上位	Shared/Neutral
對比	Shared/Neutral
並且	Shared/Neutral
封鎖	Shared/Neutral
都一樣	Shared/Neutral
功課	Shared/Neutral
創造	Shared/Neutral
黑暗	Shared/Neutral
一星期	Shared/Neutral
轉會	Shared/Neutral
一手	Shared/Neutral
問你	Shared/Neutral
一國兩制	Shared/Neutral
每次	Shared/Neutral
決心	Shared/Neutral
相同	Shared/Neutral
直至	Shared/Neutral
可以點	Shared/Neutral
是一個	Shared/Neutral
人大	Shared/Neutral
民建聯	Shared/Neutral
開頭	Shared/Neutral
損失	Shared/Neutral
住我	Shared/Neutral
你咪	Shared/Neutral
就走	Shared/Neutral
講完	Shared/Neutral
死者	Shared/Neutral
幫到	Shared/Neutral
才能	Shared/Neutral
他人	Shared/Neutral
發起	Shared/Neutral
紀念	Shared/Neutral
懲罰	Shared/Neutral
數量	Shared/Neutral
都比	Shared/Neutral
脾氣	Shared/Neutral
委會	Shared/Neutral
中資	Shared/Neutral
總之	Shared/Neutral
風格	Shared/Neutral
拍攝	Shared/Neutral
肌肉	Shared/Neutral
咩人	Shared/Neutral
物資	Shared/Neutral
黃色經濟圈	Shared/Neutral
失業	Shared/Neutral
逃犯條例	Shared/Neutral
種族	Shared/Neutral
意圖	Shared/Neutral
呢個世界	Shared/Neutral
達成	Shared/Neutral
刺激	Shared/Neutral
失蹤	Shared/Neutral
撚事	Shared/Neutral
皇帝	Shared/Neutral
越南	Shared/Neutral
一排	Shared/Neutral
大隻	Shared/Neutral
智慧	Shared/Neutral
都仲係	Shared/Neutral
等緊	Shared/Neutral
好想	Shared/Neutral
大個	Shared/Neutral
過到	Shared/Neutral
老實	Shared/Neutral
確實	Shared/Neutral
今時今日	Shared/Neutral
大眾	Shared/Neutral
因爲	Shared/Neutral
建設	Shared/Neutral
好勁	Shared/Neutral
說服	Shared/Neutral
係同	Shared/Neutral
億元	Shared/Neutral
房間	Shared/Neutral
公安	Shared/Neutral
平民	Shared/Neutral
維園	Shared/Neutral
把口	Shared/Neutral
係指	Shared/Neutral
推薦	Shared/Neutral
幾多人	Shared/Neutral
重視	Shared/Neutral
你要	Shared/Neutral
機械	Shared/Neutral
你做	Shared/Neutral
張圖	Shared/Neutral
老人家	Shared/Neutral
詳細	Shared/Neutral
睇下	Shared/Neutral
廚房	Shared/Neutral
積極	Shared/Neutral
網站	Shared/Neutral
購買	Shared/Neutral
個種	Shared/Neutral
頭先	Shared/Neutral
早餐	Shared/Neutral
想到	Shared/Neutral
排名	Shared/Neutral
順便	Shared/Neutral
條命	Shared/Neutral
仲話	Shared/Neutral
的問題	Shared/Neutral
出一	Shared/Neutral
乾淨	Shared/Neutral
各位	Shared/Neutral
美帝	Shared/Neutral
得罪	Shared/Neutral
影片	Shared/Neutral
搵食	Shared/Neutral
見你	Shared/Neutral
眼神	Shared/Neutral
聲稱	Shared/Neutral
下次	Shared/Neutral
恢復	Shared/Neutral
就應該	Shared/Neutral
到最後	Shared/Neutral
無可能	Shared/Neutral
大話	Shared/Neutral
市鎮	Shared/Neutral
有興趣	Shared/Neutral
出過	Shared/Neutral
全身	Shared/Neutral
國民黨	Shared/Neutral
在我	Shared/Neutral
一帶	Shared/Neutral
我就	Shared/Neutral
為什麼	Shared/Neutral
放假	Shared/Neutral
爭議	Shared/Neutral
肥仔	Shared/Neutral
係法國	Shared/Neutral
愛你	Shared/Neutral
日本人	Shared/Neutral
得一	Shared/Neutral
自身	Shared/Neutral
到底	Shared/Neutral
為主	Shared/Neutral
統一	Shared/Neutral
駕駛	Shared/Neutral
咩叫	Shared/Neutral
突發	Shared/Neutral
離婚	Shared/Neutral
勁過	Shared/Neutral
保證	Shared/Neutral
也沒有	Shared/Neutral
上街	Shared/Neutral
回答	Shared/Neutral
撚哂	Shared/Neutral
補充	Shared/Neutral
畢竟	Shared/Neutral
意大利	Shared/Neutral
野食	Shared/Neutral
公義	Shared/Neutral
要去	Shared/Neutral
解鎖	Shared/Neutral
各有	Shared/Neutral
充滿	Shared/Neutral
二手	Shared/Neutral
國家安全	Shared/Neutral
其餘	Shared/Neutral
達哥	Shared/Neutral
十八	Shared/Neutral
英國	Shared/Neutral
怎樣	Shared/Neutral
關稅	Shared/Neutral
報紙	Shared/Neutral
到依家	Shared/Neutral
警犬	Shared/Neutral
頂住	Shared/Neutral
自己一個	Shared/Neutral
這裡	Shared/Neutral
十萬	Shared/Neutral
運動員	Shared/Neutral
結論	Shared/Neutral
向前	Shared/Neutral
殖民	Shared/Neutral
設施	Shared/Neutral
總會	Shared/Neutral
行人	Shared/Neutral
天使	Shared/Neutral
條街	Shared/Neutral
加速	Shared/Neutral
參選	Shared/Neutral
意志	Shared/Neutral
前往	Shared/Neutral
條友	Shared/Neutral
我同	Shared/Neutral
星期五	Shared/Neutral
在場	Shared/Neutral
個波	Shared/Neutral
小學雞	Shared/Neutral
黑警	Shared/Neutral
個心	Shared/Neutral
不再	Shared/Neutral
個隻	Shared/Neutral
收埋	Shared/Neutral
實施	Shared/Neutral
大學生	Shared/Neutral
討論區	Shared/Neutral
回報	Shared/Neutral
公主	Shared/Neutral
高度	Shared/Neutral
個女仔	Shared/Neutral
留低	Shared/Neutral
西亞	Shared/Neutral
計算	Shared/Neutral
連儂牆	Shared/Neutral
我是	Shared/Neutral
人民幣	Shared/Neutral
北韓	Shared/Neutral
定係	Shared/Neutral
催淚彈	Shared/Neutral
曼城	Shared/Neutral
真人	Shared/Neutral
香港政府	Shared/Neutral
鐵路	Shared/Neutral
開波	Shared/Neutral
搞事	Shared/Neutral
似係	Shared/Neutral
偶像	Shared/Neutral
誇張	Shared/Neutral
極端	Shared/Neutral
提到	Shared/Neutral
圈子	Shared/Neutral
他說	Shared/Neutral
負面	Shared/Neutral
垃圾	Shared/Neutral
等人	Shared/Neutral
你估	Shared/Neutral
好明顯	Shared/Neutral
中國的	Shared/Neutral
安心	Shared/Neutral
班仆街	Shared/Neutral
推動	Shared/Neutral
升到	Shared/Neutral
識得	Shared/Neutral
仲以為	Shared/Neutral
返學	Shared/Neutral
好多人	Shared/Neutral
之餘	Shared/Neutral
幾隻	Shared/Neutral
政司	Shared/Neutral
黎明	Shared/Neutral
紀律	Shared/Neutral
清算	Shared/Neutral
俾人屌	Shared/Neutral
興奮	Shared/Neutral
外賣	Shared/Neutral
坐監	Shared/Neutral
主權	Shared/Neutral
開口	Shared/Neutral
主力	Shared/Neutral
保留	Shared/Neutral
面積	Shared/Neutral
人就	Shared/Neutral
到場	Shared/Neutral
警署	Shared/Neutral
靈魂	Shared/Neutral
睇得	Shared/Neutral
機制	Shared/Neutral
這樣的	Shared/Neutral
果然	Shared/Neutral
共識	Shared/Neutral
指揮	Shared/Neutral
民間	Shared/Neutral
自行	Shared/Neutral
特色	Shared/Neutral
好處	Shared/Neutral
落後	Shared/Neutral
形成	Shared/Neutral
高質	Shared/Neutral
我想	Shared/Neutral
其他國家	Shared/Neutral
居然	Shared/Neutral
教學	Shared/Neutral
恐懼	Shared/Neutral
講法	Shared/Neutral
係咪真係	Shared/Neutral
第一次	Shared/Neutral
公路	Shared/Neutral
歐盟	Shared/Neutral
緊急法	Shared/Neutral
禁區	Shared/Neutral
一次過	Shared/Neutral
增長	Shared/Neutral
大叫	Shared/Neutral
斯坦	Shared/Neutral
發動	Shared/Neutral
一致	Shared/Neutral
幾時	Shared/Neutral
實際上	Shared/Neutral
轉身	Shared/Neutral
一球	Shared/Neutral
眼睛	Shared/Neutral
需求	Shared/Neutral
祕密	Shared/Neutral
開到	Shared/Neutral
屋苑	Shared/Neutral
自爆	Shared/Neutral
而言	Shared/Neutral
我可以	Shared/Neutral
手足	Shared/Neutral
年的	Shared/Neutral
先叫	Shared/Neutral
底線	Shared/Neutral
最強	Shared/Neutral
都無用	Shared/Neutral
安慰	Shared/Neutral
材料	Shared/Neutral
任何人	Shared/Neutral
看見	Shared/Neutral
幫人	Shared/Neutral
瞓覺	Shared/Neutral
完場	Shared/Neutral
兒童	Shared/Neutral
物理	Shared/Neutral
個腦	Shared/Neutral
我講	Shared/Neutral
就係要	Shared/Neutral
對香港	Shared/Neutral
組成	Shared/Neutral
我去	Shared/Neutral
都仲有	Shared/Neutral
既然	Shared/Neutral
著數	Shared/Neutral
踢波	Shared/Neutral
有限公司	Shared/Neutral
玩具	Shared/Neutral
琴日	Shared/Neutral
以為	Shared/Neutral
不論	Shared/Neutral
人哋	Shared/Neutral
呢間	Shared/Neutral
反共	Shared/Neutral
屌柒	Shared/Neutral
發達	Shared/Neutral
係邊個	Shared/Neutral
課程	Shared/Neutral
大把	Shared/Neutral
根據	Shared/Neutral
應該有	Shared/Neutral
罪行	Shared/Neutral
出道	Shared/Neutral
撚住	Shared/Neutral
真係好難	Shared/Neutral
訊息	Shared/Neutral
好無	Shared/Neutral
隨便	Shared/Neutral
身家	Shared/Neutral
出賣	Shared/Neutral
一兩	Shared/Neutral
獅子	Shared/Neutral
天水圍	Shared/Neutral
教會	Shared/Neutral
見面	Shared/Neutral
帶來	Shared/Neutral
內的	Shared/Neutral
叫雞	Shared/Neutral
食野	Shared/Neutral
檢討	Shared/Neutral
大遊行	Shared/Neutral
社工	Shared/Neutral
仲要係	Shared/Neutral
提高	Shared/Neutral
女兒	Shared/Neutral
十一	Shared/Neutral
蘇聯	Shared/Neutral
我我	Shared/Neutral
對自己	Shared/Neutral
又真係	Shared/Neutral
完之後	Shared/Neutral
我也	Shared/Neutral
成世	Shared/Neutral
有能力	Shared/Neutral
引發	Shared/Neutral
點半	Shared/Neutral
四個	Shared/Neutral
是但	Shared/Neutral
而不	Shared/Neutral
好正常	Shared/Neutral
睇法	Shared/Neutral
地址	Shared/Neutral
我說	Shared/Neutral
個邊	Shared/Neutral
剛剛	Shared/Neutral
預期	Shared/Neutral
體力	Shared/Neutral
隧道	Shared/Neutral
代理	Shared/Neutral
上訴	Shared/Neutral
倫敦	Shared/Neutral
又想	Shared/Neutral
拍片	Shared/Neutral
奴隸	Shared/Neutral
落街	Shared/Neutral
發行	Shared/Neutral
成就	Shared/Neutral
男性	Shared/Neutral
班撚樣	Shared/Neutral
結構	Shared/Neutral
警暴	Shared/Neutral
表明	Shared/Neutral
統計	Shared/Neutral
校園	Shared/Neutral
撚屌	Shared/Neutral
出奇	Shared/Neutral
的小	Shared/Neutral
夢想	Shared/Neutral
無錢	Shared/Neutral
我知	Shared/Neutral
排除	Shared/Neutral
格蘭	Shared/Neutral
看來	Shared/Neutral
多少少	Shared/Neutral
二人	Shared/Neutral
負評	Shared/Neutral
塊面	Shared/Neutral
優先	Shared/Neutral
上年	Shared/Neutral
如果有	Shared/Neutral
別人	Shared/Neutral
忽然	Shared/Neutral
傳說	Shared/Neutral
天真	Shared/Neutral
會長	Shared/Neutral
宿舍	Shared/Neutral
時間	Shared/Neutral
包圍	Shared/Neutral
係幾	Shared/Neutral
作客	Shared/Neutral
準時	Shared/Neutral
粗口	Shared/Neutral
區域	Shared/Neutral
上身	Shared/Neutral
呢個問題	Shared/Neutral
辭職	Shared/Neutral
影響力	Shared/Neutral
採取	Shared/Neutral
意思係	Shared/Neutral
侮辱	Shared/Neutral
味道	Shared/Neutral
割蓆	Shared/Neutral
搞到	Shared/Neutral
抹黑	Shared/Neutral
又係	Shared/Neutral
揸車	Shared/Neutral
八婆	Shared/Neutral
學家	Shared/Neutral
上場	Shared/Neutral
澄清	Shared/Neutral
師父	Shared/Neutral
指數	Shared/Neutral
撚用	Shared/Neutral
外面	Shared/Neutral
綜合	Shared/Neutral
要打	Shared/Neutral
發聲	Shared/Neutral
都打	Shared/Neutral
煽動	Shared/Neutral
你條	Shared/Neutral
對付	Shared/Neutral
就用	Shared/Neutral
再加	Shared/Neutral
無視	Shared/Neutral
搭車	Shared/Neutral
球證	Shared/Neutral
出了	Shared/Neutral
細節	Shared/Neutral
命運	Shared/Neutral
每月	Shared/Neutral
有兩	Shared/Neutral
都用	Shared/Neutral
候選人	Shared/Neutral
近日	Shared/Neutral
基因	Shared/Neutral
網友	Shared/Neutral
得我	Shared/Neutral
高官	Shared/Neutral
所有野	Shared/Neutral
最撚	Shared/Neutral
談判	Shared/Neutral
無可	Shared/Neutral
阿仙奴	Shared/Neutral
講話	Shared/Neutral
睇落	Shared/Neutral
日前	Shared/Neutral
個場	Shared/Neutral
實現	Shared/Neutral
聰明	Shared/Neutral
諗起	Shared/Neutral
學識	Shared/Neutral
辦公	Shared/Neutral
查詢	Shared/Neutral
操作	Shared/Neutral
者的	Shared/Neutral
新人	Shared/Neutral
神經	Shared/Neutral
一萬	Shared/Neutral
私樓	Shared/Neutral
肥婆	Shared/Neutral
一陣	Shared/Neutral
信用卡	Shared/Neutral
想知	Shared/Neutral
夏天	Shared/Neutral
武肺	Shared/Neutral
翻譯	Shared/Neutral
輕輕	Shared/Neutral
搵我	Shared/Neutral
傳播	Shared/Neutral
首次	Shared/Neutral
這次	Shared/Neutral
一千	Shared/Neutral
就當	Shared/Neutral
協會	Shared/Neutral
我相信	Shared/Neutral
每天	Shared/Neutral
得幾	Shared/Neutral
輿論	Shared/Neutral
臭雞	Shared/Neutral
經營	Shared/Neutral
可以去	Shared/Neutral
的情況	Shared/Neutral
三罷	Shared/Neutral
註冊	Shared/Neutral
點先	Shared/Neutral
